tconst	averageRating	numVotes
tt1239408	6.4	68
tt1239426	7.1	4385
tt1239427	6.5	558
tt1239429	5.9	336
tt1239430	5.6	114
tt1239435	7.4	298
tt1239438	6.3	127
tt1239444	4.8	101
tt1239446	6.8	2010
tt1239449	6.4	957
tt1239455	6.3	184
tt1239462	2.9	940
tt1239466	3.5	140
tt12395462	6.3	644
tt12395780	7.6	55
tt12396992	7.7	128
tt12404632	9.2	144
tt1240538	6.7	304
tt1240539	3.9	106
tt1240540	3.5	430
tt1240543	8.3	109
tt12406160	10.0	851
tt1240899	6.5	944
tt1240955	5.4	141
tt1240979	6.3	69
tt1240980	5.8	99
tt1240982	5.5	96100
tt1241015	4.1	127
tt1241017	4.1	2945
tt1241707	6.2	384
tt1241721	5.0	967
tt1242422	7.6	63240
tt1242423	6.4	1093
tt1242432	6.3	74978
tt1242447	6.4	7566
tt1242452	6.7	672
tt1242457	5.8	2767
tt1242460	7.5	135725
tt1242516	4.4	1231
tt1242517	6.8	225
tt1242518	4.5	64
tt1242521	6.9	2567
tt1242522	7.1	1449
tt1242527	5.9	1594
tt1242530	4.6	2558
tt1242533	6.0	107
tt1242539	4.4	512
tt1242543	7.1	1056
tt1242544	5.3	821
tt1242545	7.2	15873
tt1242548	5.9	443
tt1242599	6.4	7544
tt1242605	3.3	361
tt1242618	4.6	5084
tt1242642	5.5	2102
tt1242658	6.5	225
tt1242744	5.6	1596
tt1242755	5.4	243
tt1242777	5.8	478
tt1242778	6.1	590
tt1242782	4.8	2398
tt1242787	4.6	125
tt1242789	6.2	81
tt12427962	7.7	56
tt1242841	4.8	471
tt1242842	6.2	213
tt1242843	4.1	226
tt1242845	7.6	788
tt1242848	6.3	72
tt1242867	8.0	184
tt1242881	5.2	1794
tt12433630	7.1	65
tt1243374	5.6	601
tt1243375	6.2	1253
tt1243380	6.8	63
tt1243381	6.7	337
tt1243630	6.6	63
tt1243634	6.8	67
tt1243930	5.3	302
tt12439508	7.3	74
tt1243955	5.1	3326
tt1243957	6.0	221426
tt1243971	7.3	461
tt1243972	4.8	582
tt1243974	5.4	61580
tt1243986	8.9	53
tt1244093	2.8	1604
tt1244098	6.2	114
tt12443930	6.9	267
tt12443946	6.7	137
tt12444424	7.4	84
tt12444426	6.2	117
tt12444572	6.6	190
tt1244571	6.4	108
tt1244588	2.0	949
tt1244614	1.0	107
tt1244658	5.9	6537
tt1244659	6.4	16179
tt1244666	7.6	2696
tt1244668	7.3	36036
tt12446718	4.8	75
tt1244730	7.4	170
tt1244754	7.2	41853
tt1244858	7.0	145
tt1244862	6.0	61
tt1245091	6.8	664
tt1245111	2.9	420
tt1245112	6.5	68086
tt12458720	5.8	68
tt1245891	6.3	812
tt1245901	5.7	116
tt1246587	3.8	344
tt1246588	6.6	130
tt1246597	6.1	63
tt1246599	7.9	161
tt1246723	4.9	101
tt1247211	7.1	56
tt1247268	3.9	65
tt1247269	7.1	72
tt1247397	5.6	484
tt1247400	4.1	1375
tt12474056	6.4	682
tt1247440	7.9	53
tt1247638	5.1	175
tt1247639	7.6	62
tt1247640	6.5	42635
tt1247644	6.2	1314
tt1247657	6.5	5311
tt1247662	5.8	9091
tt1247666	6.6	82
tt1247667	5.8	7291
tt1247673	5.1	188
tt1247676	5.6	114
tt1247681	3.3	163
tt1247683	6.5	1507
tt1247685	5.9	818
tt1247690	5.4	26703
tt1247691	5.5	623
tt1247692	6.6	18191
tt1247693	4.3	93
tt1247696	7.2	1188
tt1247700	6.5	157
tt1247703	6.2	528
tt1247704	5.7	5854
tt12484230	7.2	53
tt12486200	5.2	975
tt1248882	2.6	131
tt1248886	6.1	82
tt1248922	6.8	108
tt1248957	1.9	102
tt1248960	7.6	52
tt1248971	6.0	7045
tt1248987	6.2	59
tt12490392	5.6	82
tt12491064	6.0	804
tt1249158	6.6	73
tt1249170	5.3	105
tt1249171	7.9	4520
tt1249189	6.8	186
tt12492650	9.4	596
tt1249306	6.7	927
tt1249307	3.9	206
tt1249311	5.9	337
tt1249363	5.5	501
tt1249368	5.0	202
tt1249400	5.9	74
tt1249414	6.5	179
tt1249415	6.3	480
tt1249429	6.4	377
tt1249431	2.2	102
tt1249439	2.5	503
tt1249441	5.0	92
tt1249443	4.9	285
tt12498582	7.1	279
tt12505468	6.9	919
tt1250777	7.6	520265
tt1250861	6.2	453
tt1250968	6.7	296
tt12510594	8.5	52
tt12511276	4.9	82
tt1251346	6.0	163
tt1251360	6.2	143
tt1251368	3.5	330
tt1251370	5.8	99
tt1251495	5.5	101
tt12515958	6.6	202
tt1251725	6.7	4666
tt1251735	3.7	168
tt1251736	6.0	79
tt1251743	5.3	4385
tt1251756	5.8	73
tt1251757	6.8	36383
tt1251761	5.6	486
tt12517908	4.1	63
tt1251827	6.9	72
tt1252289	5.5	148
tt1252298	7.1	917
tt1252329	5.5	1527
tt1252338	5.9	266
tt1252383	7.1	616
tt1252475	5.3	51
tt1252482	4.5	66
tt1252486	7.3	686
tt1252488	3.4	234
tt1252507	6.0	588
tt1252512	5.8	316
tt1252516	6.2	244
tt12525356	6.5	72
tt1252557	5.4	295
tt1252595	4.6	352
tt1252596	6.3	12404
tt1252602	5.7	130
tt1252605	6.4	123
tt1252610	6.7	2961
tt1252614	6.2	598
tt1252616	6.0	582
tt12527188	7.0	106
tt1253565	7.5	813
tt1253580	5.0	91
tt1253596	5.1	658
tt12536776	2.5	347
tt1253853	8.1	790
tt1253856	8.9	70
tt1253859	6.3	857
tt1253863	6.2	278057
tt1253864	6.0	159376
tt12538822	6.2	904
tt12539136	6.9	113
tt1254249	6.3	625
tt1254305	6.3	67
tt1254322	5.9	3540
tt1254696	5.9	1409
tt1254709	4.3	82
tt1254724	6.1	142
tt1254785	3.0	79
tt1254792	6.4	202
tt1254956	6.2	233
tt1254966	5.9	56
tt1254969	7.8	89
tt1254978	5.1	207
tt12550060	3.2	102
tt1255872	6.2	226
tt1255873	1.9	270
tt1255912	6.0	95
tt1255919	3.8	29511
tt1255951	5.4	7178
tt1255953	8.3	145350
tt1255955	6.2	4798
tt1255956	6.4	606
tt12564514	7.1	254
tt1256537	8.7	61
tt12567088	7.3	12547
tt12567090	5.5	72
tt12569462	3.4	112
tt12572792	6.6	248
tt12573452	6.8	53
tt1257557	7.1	481
tt1257562	6.7	1777
tt1257569	5.7	183
tt1257579	7.0	1427
tt1258120	6.7	3029
tt1258121	5.3	67
tt1258123	6.9	911
tt1258124	5.5	268
tt1258130	5.2	288
tt1258134	6.7	1772
tt1258137	5.9	6032
tt1258139	5.0	125
tt1258141	6.6	1176
tt1258153	4.8	147
tt1258154	5.7	578
tt1258187	5.7	119
tt1258195	6.8	129
tt1258197	6.8	103957
tt1258201	6.5	277
tt1258240	7.8	59
tt12583348	6.4	57
tt12585124	4.2	54
tt12585254	5.2	268
tt1258623	6.9	140
tt1258629	6.3	62
tt1258758	5.1	63
tt1258805	6.9	249
tt12588398	4.5	67
tt12588448	5.0	379
tt1258922	4.2	52
tt1258935	5.3	94
tt1258972	5.4	60104
tt1258998	3.0	640
tt1259014	7.5	31810
tt1259198	4.6	276
tt1259199	6.3	288
tt1259227	5.8	986
tt1259520	6.1	1062
tt1259521	7.0	371731
tt1259528	7.0	90154
tt1259570	5.7	1607
tt1259571	4.7	263006
tt1259580	5.5	189
tt1259586	3.7	102
tt1259591	6.3	598
tt1259604	5.9	139
tt1259609	7.1	361
tt1259615	5.4	397
tt12597266	4.7	72
tt1259775	6.7	163
tt1260051	5.9	402
tt1260351	6.9	403
tt1260360	4.6	297
tt1260365	5.3	1948
tt1260396	6.9	478
tt1260402	1.4	622
tt1260502	8.0	13566
tt1260565	6.6	156
tt1260567	4.9	2113
tt1260570	4.1	566
tt1260573	3.6	132
tt1260577	6.6	55
tt1260579	6.6	68
tt1260587	6.0	464
tt1260596	6.6	464
tt1260649	8.4	238
tt1260680	3.5	1240
tt1260689	6.3	233
tt1260704	7.6	103
tt1260712	5.7	217
tt12607910	5.5	7449
tt1260932	5.4	236
tt1260937	5.3	94
tt1261041	5.2	1292
tt1261045	4.7	364
tt1261047	8.1	13746
tt1261050	6.6	122
tt1261051	4.9	347
tt1261052	5.4	253
tt1261055	6.4	676
tt1261056	6.8	796
tt1261065	5.0	304
tt12611334	6.8	147
tt1261390	5.9	99
tt1261393	7.1	1091
tt1261397	6.6	392
tt1261414	3.4	1005
tt1261415	2.9	588
tt1261418	6.7	54
tt1261419	4.1	96
tt1261420	4.9	180
tt1261422	7.5	184
tt1261425	5.3	79
tt12615474	6.3	55
tt12618252	6.0	51
tt1261862	5.1	3989
tt1261889	3.2	192
tt1261900	7.2	1464
tt1261910	6.3	185
tt1261925	5.5	72
tt12619256	7.4	224
tt1261935	1.9	201
tt1261945	4.5	73442
tt1261954	6.8	7375
tt1261964	5.2	113
tt1261968	6.1	74
tt1262141	5.3	278
tt1262406	3.1	1538
tt1262413	4.8	2446
tt1262414	5.8	574
tt1262415	6.2	701
tt1262416	6.1	126661
tt1262419	5.8	87
tt1262420	6.0	806
tt12627728	9.6	84
tt1262863	7.6	725
tt1262877	3.3	1416
tt1262896	6.9	55
tt1262941	6.4	120
tt1262945	5.7	935
tt1262955	5.7	63
tt1262958	7.4	315
tt1262978	4.7	111
tt1262981	6.9	36977
tt1262984	6.8	114
tt1262985	7.3	197
tt1262986	8.0	296
tt1262990	5.0	3397
tt1263018	2.8	295
tt1263029	6.8	150
tt1263657	4.5	64
tt1263658	4.0	207
tt1263670	7.2	83371
tt1263679	7.4	1966
tt1263682	6.4	71
tt1263687	2.5	232
tt1263692	6.7	88
tt1263736	6.2	922
tt1263740	6.3	487
tt1263750	6.1	22018
tt1263757	3.7	979
tt1263778	6.7	6424
tt1263781	6.8	81
tt1263790	7.5	1074
tt1263793	6.1	119
tt1263795	6.4	452
tt1263797	6.6	133
tt1263800	2.9	3137
tt1264074	6.7	688
tt1264083	6.4	379
tt1264098	4.1	405
tt1264103	4.2	396
tt1264115	5.6	1376
tt1264879	6.6	364
tt1264880	7.6	53
tt1264881	5.9	131
tt1264885	6.6	208
tt1264889	7.3	440
tt1264898	6.3	82
tt1264904	7.1	12223
tt1264909	6.7	488
tt1264912	5.2	78
tt1264914	7.4	4658
tt1264961	4.4	261
tt12651094	7.3	55
tt1265183	6.6	204
tt1265294	3.5	402
tt12655700	6.5	88
tt1265598	7.0	1845
tt1265615	5.4	62
tt1265619	7.0	95
tt1265647	5.7	97
tt1265968	7.8	187
tt1265971	5.6	80
tt1265980	6.2	344
tt1265990	4.8	36270
tt1265994	3.8	483
tt12659944	8.3	101
tt1266025	6.5	430
tt1266029	7.1	34770
tt1266036	5.3	1700
tt1266037	7.0	1517
tt1266038	6.6	122
tt1266047	3.5	194
tt1266068	7.4	147
tt1266073	3.4	280
tt1266093	7.3	105
tt12660966	7.2	51
tt1266109	5.0	51
tt1266112	8.5	537
tt1266115	6.3	106
tt1266118	6.6	51
tt1266139	4.1	123
tt1266539	4.5	437
tt1266542	4.9	1452
tt1266545	4.0	501
tt1266566	6.6	245
tt1266583	7.7	5808
tt1266615	6.7	94
tt1266664	6.7	266
tt1266731	7.5	203
tt1267160	6.9	3719
tt1267179	6.3	116
tt1267297	6.0	144657
tt1267319	5.6	4124
tt1267327	6.7	89
tt1267381	6.6	116
tt1267389	7.8	61
tt1267406	6.8	182
tt1267449	5.1	56
tt1267493	6.2	168
tt1267498	6.0	635
tt1267499	5.7	579
tt1267500	3.9	1242
tt1267502	6.9	350
tt12676972	4.6	165
tt12677092	7.9	3470
tt1267831	5.2	614
tt1267833	7.8	113
tt1268158	4.5	501
tt1268161	5.4	123
tt1268204	7.9	8260
tt1268208	3.4	1053
tt1268224	6.9	107
tt1268294	4.1	226
tt12687448	7.9	54
tt1268793	5.4	65
tt1268799	6.3	64843
tt1268809	4.7	7077
tt1268880	6.6	94
tt1268906	6.7	97
tt1268912	2.6	450
tt12689526	5.3	118
tt1268962	5.7	746
tt1268970	4.3	870
tt1268981	5.0	371
tt1268987	4.9	10077
tt1269387	4.7	58
tt12694562	4.1	194
tt1269566	7.3	369
tt1269696	6.3	757
tt1269704	7.7	63
tt1269706	7.1	485
tt1269734	5.0	2134
tt1270079	4.1	203
tt1270090	5.4	257
tt1270096	3.5	104
tt1270113	4.8	585
tt1270114	5.3	2163
tt1270120	6.8	803
tt1270262	7.1	59885
tt1270267	6.3	151
tt1270275	6.1	130
tt1270277	5.7	1818
tt1270286	6.9	5381
tt1270288	6.8	52
tt1270291	5.8	5822
tt1270296	5.8	2507
tt1270494	5.9	106
tt1270612	7.3	253
tt1270631	6.1	246
tt1270647	7.7	104
tt1270678	5.9	174
tt1270680	7.1	80
tt1270685	5.9	139
tt1270702	6.6	673
tt1270706	4.7	130
tt1270707	6.7	130
tt1270761	5.6	46709
tt1270765	5.8	67
tt1270766	5.9	1215
tt1270767	5.4	688
tt1270769	6.6	490
tt1270771	4.1	289
tt1270778	3.8	170
tt1270785	5.1	97
tt1270789	3.8	78
tt1270797	6.7	351451
tt1270798	7.7	639970
tt1270799	6.3	206
tt1270835	5.5	12308
tt1270842	6.3	10993
tt1270850	6.1	801
tt12715158	6.4	77
tt12716170	5.4	51
tt1271973	7.0	65
tt1272006	7.1	545
tt1272011	7.2	798
tt1272012	6.5	1901
tt1272013	4.8	1849
tt1272014	6.2	905
tt1272018	6.7	1856
tt1272022	5.2	95
tt1272034	5.1	688
tt1272041	6.5	929
tt1272049	6.3	67
tt1272051	5.1	1203
tt12721188	5.7	684
tt12724622	6.4	2239
tt1272492	6.9	99
tt1272878	6.7	194103
tt1272886	6.1	7172
tt1273193	5.4	100
tt1273194	5.4	69
tt1273201	7.9	94
tt1273202	7.1	1558
tt1273204	6.6	2234
tt1273207	5.4	5104
tt1273218	4.7	864
tt1273219	4.0	269
tt1273221	4.3	5342
tt1273222	7.6	1598
tt1273229	5.7	160
tt1273235	5.1	56414
tt1273236	5.9	184
tt1273241	6.4	3868
tt12734394	4.7	52
tt12734800	6.3	1320
tt12736062	8.6	76
tt1273658	6.4	243
tt12736740	8.1	134
tt1273678	5.4	39985
tt12737834	5.3	105
tt1273803	6.6	198
tt1274273	3.8	1847
tt1274275	4.6	685
tt1274276	6.7	236
tt1274285	7.9	58
tt1274293	6.6	2910
tt1274295	7.4	16350
tt1274296	7.0	4508
tt1274297	5.4	433
tt1274300	5.3	7370
tt12743636	6.7	341
tt1274418	3.9	372
tt1274419	4.6	65
tt12745164	3.5	354
tt1274586	4.4	9634
tt1274589	6.4	191
tt1274596	2.3	841
tt1274636	5.8	119
tt1274639	5.8	158
tt1274643	3.7	247
tt1274645	6.1	513
tt1274650	6.0	76
tt1274717	4.3	132
tt12747236	8.7	219
tt1274725	6.6	462
tt1274738	6.4	238
tt12747588	9.0	1197
tt12749596	6.6	10048
tt12749980	7.4	129
tt1275494	7.1	56
tt1275521	6.6	700
tt1275590	5.6	2429
tt1275723	6.5	309
tt1275724	7.0	212
tt12757372	10.0	654
tt1275778	4.6	243
tt1275799	5.5	270
tt1275830	6.5	357
tt12758600	7.8	1027
tt1275861	4.9	2034
tt1275863	6.8	14717
tt1275891	7.0	669
tt12759084	6.2	94
tt12759408	6.5	84
tt1275952	7.9	64
tt1275954	6.7	397
tt1275956	3.5	284
tt1276104	7.4	529127
tt1276105	5.7	2781
tt1276110	6.4	1397
tt1276117	6.5	160
tt12762002	6.5	400
tt12763474	7.5	664
tt12763920	6.8	633
tt12764048	6.5	265
tt1276419	7.5	43628
tt12764486	6.2	54
tt1276475	5.8	196
tt12765462	5.3	52
tt12767498	5.6	115
tt12767996	7.5	122
tt12768840	5.6	181
tt1276943	8.4	89
tt1276962	7.6	6602
tt1276963	6.7	138
tt1276974	3.3	106
tt1276982	3.1	155
tt1276987	5.8	61
tt1276988	6.3	340
tt1276996	6.1	109
tt12771918	5.8	79
tt1277373	6.1	174
tt1277402	4.6	94
tt1277693	4.7	61
tt1277728	7.0	3886
tt1277736	7.1	759
tt1277737	8.0	18688
tt1277936	6.3	7617
tt1277937	6.6	96
tt1277938	6.7	511
tt1277944	6.3	64
tt1277947	6.4	74
tt1277952	5.8	72
tt1277953	6.8	160501
tt1277960	7.2	59
tt1277997	5.3	157
tt1278005	2.3	595
tt1278055	6.4	190
tt1278060	7.9	1421
tt1278070	5.7	90
tt1278073	5.3	129
tt1278099	5.5	69
tt1278102	4.8	714
tt1278104	5.1	6357
tt1278124	5.2	1369
tt1278128	4.5	56
tt1278134	7.1	511
tt1278158	5.0	71
tt1278180	5.8	1680
tt1278186	5.5	211
tt1278240	4.5	75
tt1278293	6.4	2012
tt1278322	4.8	1491
tt1278327	5.3	115
tt1278336	6.4	737
tt1278340	6.3	63653
tt1278374	7.1	54
tt1278379	6.4	8005
tt1278429	5.0	78
tt1278442	7.2	72
tt1278447	6.4	258
tt12784484	5.8	51
tt1278449	7.2	8838
tt1278480	6.8	422
tt12787726	3.0	57
tt12789110	5.9	189
tt12789194	5.7	55
tt12789540	6.6	85
tt12789550	8.1	80
tt1279083	7.1	1636
tt1279093	2.2	74
tt1279104	5.5	121
tt1279105	3.4	143
tt1279180	7.7	642
tt1279232	8.5	53
tt1279235	8.3	56
tt1279237	8.5	95
tt12792400	6.0	79
tt1279240	7.9	99
tt12792446	7.2	106
tt12792500	1.4	178
tt12792586	6.2	97
tt12792588	6.0	84
tt12792594	6.2	67
tt12792598	6.1	64
tt12792608	6.0	71
tt1279328	8.1	57
tt1279329	2.7	176
tt1279462	7.8	332
tt1279935	6.3	151050
tt1279943	6.5	498
tt1279955	6.3	216
tt1279966	6.0	194
tt1279976	6.5	504
tt1280009	7.0	89
tt1280010	6.3	163
tt1280011	6.7	1494
tt1280013	4.4	214
tt1280015	7.0	759
tt1280016	5.6	82
tt12801326	7.2	57
tt12801356	6.7	61
tt12801798	6.1	54
tt12801814	6.1	116
tt1280501	7.4	843
tt1280502	5.1	108
tt1280504	4.5	85
tt1280534	6.7	3249
tt1280553	6.4	190
tt1280558	8.1	73082
tt1280566	6.7	207
tt12805676	5.9	96
tt1280567	7.1	4841
tt1280568	5.1	94
tt1280725	5.8	208
tt1281299	7.0	152
tt1281374	5.8	2248
tt1281383	6.9	472
tt1281397	5.2	62
tt1281400	6.7	51
tt1281401	6.2	123
tt1281841	6.5	112
tt1281951	6.6	400
tt1281962	5.5	63
tt1281966	2.3	393
tt1282024	6.5	694
tt1282025	3.7	140
tt1282036	4.2	194
tt1282041	6.9	618
tt1282046	5.9	358
tt1282056	3.3	69
tt1282057	4.7	52
tt1282083	3.7	328
tt1282134	3.7	102
tt1282135	6.3	341
tt1282136	5.7	54
tt1282139	8.0	10753
tt1282140	7.0	352907
tt1282143	6.5	91
tt1282152	6.1	241
tt1282153	6.3	1759
tt1282155	6.7	1103
tt1282156	6.3	547
tt1282257	6.2	180
tt1282371	8.0	4494
tt1282428	4.4	538
tt1282444	3.9	126
tt1282499	6.8	73
tt12827436	5.6	53
tt1283473	6.9	647
tt1283540	2.6	266
tt1283542	3.7	225
tt1283546	2.9	185
tt1283887	5.3	2648
tt1283889	6.4	1392
tt12838958	6.5	626
tt1283896	5.8	298
tt1283908	5.7	82
tt1283911	5.2	138
tt1283913	3.7	179
tt1283923	5.5	58
tt1283926	4.5	51
tt1283956	6.8	1557
tt1283959	6.2	77
tt1283967	5.3	76
tt1283971	6.6	201
tt1283976	7.4	369
tt12839816	1.9	936
tt1284027	7.5	59
tt1284028	7.5	1991
tt1284067	6.9	97
tt12840926	7.1	54
tt12841318	3.6	105
tt12843358	6.8	147
tt12844726	5.7	62
tt1284485	4.6	661
tt1284501	7.0	129
tt1284509	8.0	141
tt1284526	6.9	1378
tt12845320	5.1	146
tt1284572	6.3	131
tt1284575	5.6	191414
tt1284576	6.5	833
tt1284577	6.6	99
tt1284583	6.1	83
tt1284587	6.7	2230
tt1284591	6.6	2905
tt1284592	7.1	513
tt1284656	4.1	105
tt12849496	4.4	58
tt1284971	5.6	91
tt1284978	6.8	323
tt1284990	6.3	63
tt1285003	4.4	54
tt1285004	5.9	833
tt1285009	5.2	26506
tt1285010	4.4	3060
tt1285016	7.7	614595
tt12850582	7.4	325
tt1285118	5.5	69
tt1285123	3.8	69
tt1285124	6.1	109
tt1285126	7.7	76
tt1285130	7.2	2228
tt1285131	5.1	1090
tt1285143	1.2	155
tt1285144	6.7	532
tt1285147	4.9	65
tt1285152	7.1	132
tt1285158	7.9	153
tt1285165	4.5	102
tt1285174	6.6	100
tt1285216	2.9	252
tt1285217	4.1	654
tt1285219	3.3	394
tt1285228	5.1	212
tt1285240	5.6	1377
tt1285241	7.1	48860
tt1285243	6.4	343
tt1285244	6.5	85
tt1285245	6.3	510
tt1285246	6.9	2615
tt1285248	4.2	749
tt1285252	5.8	58
tt1285260	6.2	63
tt1285264	8.4	58
tt1285301	7.3	61
tt1285306	5.9	203
tt1285309	6.5	38230
tt1285310	4.3	73
tt1285311	4.3	989
tt1285312	6.6	90
tt1285313	5.8	216
tt12854806	7.4	89
tt12856524	4.1	156
tt12859806	9.6	83
tt1286126	7.3	36924
tt1286129	5.5	2790
tt1286135	6.6	826
tt1286142	2.6	1800
tt1286146	7.4	1774
tt1286147	4.8	1769
tt1286151	6.1	1793
tt1286154	3.1	1552
tt1286159	7.2	1593
tt1286163	3.8	2922
tt1286164	6.8	267
tt1286165	7.0	958
tt1286172	7.2	215
tt1286177	3.8	84
tt12862652	6.1	80
tt1286491	6.1	81
tt1286499	7.2	368
tt1286510	7.2	66
tt1286511	7.2	118
tt1286537	7.8	49143
tt12865416	9.1	594
tt1286562	7.1	626
tt1286578	5.8	113
tt1286650	7.0	222
tt1286746	4.0	240
tt1286747	7.0	113
tt1286753	5.3	150
tt1286765	4.6	1638
tt1286766	5.7	411
tt1286784	6.7	2569
tt1286798	7.5	729
tt1286800	7.2	611
tt1286802	8.0	157
tt1286809	6.9	2342
tt1286811	8.1	590
tt1286821	7.6	5096
tt1286825	7.8	92
tt1286863	5.9	73
tt1286871	7.7	110
tt1287326	7.2	60
tt1287338	7.1	56
tt1287349	6.7	82
tt1287468	4.3	13817
tt12874840	7.1	327
tt12875782	5.3	3963
tt12876132	6.4	994
tt1287839	6.4	75
tt1287843	3.9	186
tt1287847	7.0	375
tt1287855	7.1	88
tt1287875	7.5	2092
tt1287876	4.3	153
tt1287878	7.8	10389
tt1287879	7.8	77
tt1287920	6.6	87
tt12879276	4.0	130
tt12881690	5.6	66
tt12882620	4.7	1749
tt1288367	6.4	1013
tt1288376	7.5	5152
tt1288398	4.4	78
tt1288399	3.6	289
tt1288403	5.2	24476
tt1288406	5.5	62
tt1288411	6.0	219
tt1288457	3.3	101
tt1288461	7.7	1413
tt1288482	6.4	338
tt1288494	6.4	362
tt1288502	6.2	167
tt1288505	3.9	185
tt1288506	2.6	453
tt1288553	7.1	608
tt1288558	6.5	155251
tt1288562	7.0	140
tt1288571	6.3	2434
tt1288589	5.7	393
tt1288595	6.4	199
tt1288601	6.5	165
tt1288633	5.4	221
tt1288635	6.0	316
tt1288636	5.0	730
tt1288637	4.7	2034
tt1288638	7.8	5970
tt1288639	5.6	422
tt1288641	5.2	415
tt1288644	5.7	89
tt1288645	6.8	1834
tt12888462	8.4	10210
tt1289375	6.0	67
tt1289388	5.6	373
tt1289391	5.8	137
tt1289396	6.9	823
tt1289397	5.2	244
tt1289401	6.5	201710
tt1289403	7.4	32809
tt1289406	7.2	83608
tt1289413	2.9	107
tt1289414	2.9	184
tt1289418	6.9	95
tt1289419	3.4	594
tt1289420	6.8	213
tt1289430	7.4	137
tt1289432	6.7	1208
tt1289437	3.9	2579
tt1289444	4.7	253
tt1289449	7.2	2640
tt1289451	7.6	769
tt1289780	6.9	69
tt1289783	7.2	207
tt1289802	7.0	447
tt1289805	4.7	178
tt1290082	6.3	524
tt1290099	2.8	229
tt1290104	5.7	66
tt1290138	5.9	5420
tt1290140	5.0	459
tt1290389	5.3	218
tt1290393	6.6	130
tt1290400	4.5	2456
tt1290414	5.6	126
tt1290419	6.1	635
tt1290470	5.9	163
tt1290472	3.5	1214
tt1290475	4.4	798
tt12906784	2.5	120
tt1291055	7.1	395
tt1291064	6.7	811
tt1291107	6.2	83
tt1291119	6.3	131
tt1291125	6.5	1305
tt1291131	6.8	221
tt1291142	3.7	81
tt1291150	5.8	199473
tt1291182	5.3	897
tt1291183	5.1	346
tt1291465	7.1	16236
tt1291545	4.6	1016
tt1291547	5.7	7499
tt1291548	6.6	487
tt1291549	5.8	2183
tt1291555	5.9	54
tt1291566	6.9	9269
tt1291570	6.4	55039
tt1291580	7.0	40303
tt1291582	2.5	295
tt1291584	8.2	430581
tt1291634	6.3	203
tt1291643	6.1	108
tt1291652	6.7	16460
tt1292561	6.1	112
tt1292563	7.2	98
tt1292565	7.7	95
tt1292566	6.1	80124
tt1292575	6.7	2965
tt1292642	6.2	295
tt1292643	6.1	156
tt1292644	6.6	921
tt1292645	4.5	53
tt1292648	7.3	1166
tt1292652	5.9	1702
tt1292655	5.3	166
tt1292695	4.7	70
tt1292701	4.2	213
tt1292703	7.7	16089
tt12929738	6.5	1469
tt1293093	5.0	166
tt1293094	6.9	270
tt12934748	7.1	165
tt12935000	6.6	73
tt1293561	3.7	865
tt12935896	7.8	60
tt1293660	8.0	80
tt1293743	6.9	87
tt1293751	7.6	1437
tt1293793	4.3	879
tt1293797	7.5	80
tt12938038	7.0	232
tt1293813	7.8	77
tt1293825	4.4	61
tt1293829	4.2	476
tt1293842	6.6	6172
tt1293847	5.2	84205
tt1294136	5.2	1501
tt1294141	4.1	157
tt1294144	4.2	289
tt1294145	6.4	57
tt1294160	3.5	120
tt1294161	6.3	1796
tt1294162	5.8	166
tt1294164	7.5	607
tt1294165	2.8	99
tt1294182	8.0	1025
tt1294193	7.0	1287
tt1294209	6.3	131
tt1294211	6.7	77
tt1294212	5.6	276
tt1294213	6.3	15489
tt1294226	6.0	80290
tt12942958	3.6	83
tt1294646	6.1	255
tt1294659	5.2	576
tt1294679	6.9	74
tt1294686	2.8	185
tt1294688	6.6	46490
tt1294706	5.9	183
tt1294712	4.0	331
tt1294716	7.3	63
tt1294728	6.0	100
tt1294789	4.2	60
tt1294790	7.5	763
tt1294794	4.5	220
tt1294970	5.7	20763
tt1295026	2.1	239
tt1295059	6.2	401
tt1295060	5.7	1333
tt1295061	5.7	167
tt1295064	7.2	146
tt1295065	5.9	356
tt1295067	2.9	181
tt1295068	7.0	674
tt1295072	6.8	5813
tt1295075	6.1	131
tt1295080	7.0	111
tt1295083	6.2	116
tt1295087	6.8	571
tt1295091	3.6	96
tt1295905	6.9	3455
tt1295912	5.7	200
tt1296068	5.1	227
tt1296077	6.5	2756
tt1296150	5.9	564
tt1296160	6.2	64
tt1296162	6.5	244
tt1296172	3.7	232
tt1296337	7.3	570
tt1296352	5.1	51
tt1296373	5.6	1615
tt1296409	6.9	920
tt1296869	5.1	4243
tt1296881	5.2	606
tt1296885	2.9	151
tt1296893	6.9	653
tt1296898	6.0	19533
tt1296899	5.5	7890
tt1296906	7.6	82
tt12969078	8.2	1585
tt12969958	2.3	207
tt12971924	5.0	827
tt1297280	6.8	78
tt1297297	7.9	324
tt1297298	4.9	2024
tt1297299	5.7	61
tt1297301	7.4	330
tt1297374	5.1	201
tt1297389	7.1	5174
tt1297419	5.1	269
tt1297429	4.6	184
tt1297441	7.5	121
tt1297456	4.1	232
tt12975804	2.8	66
tt1297828	6.3	174
tt1297858	7.8	667
tt1297919	6.2	81059
tt1297920	5.3	225
tt1297921	7.8	92
tt1297924	5.7	73
tt1297925	2.9	263
tt1297928	5.7	104
tt1297938	4.7	113
tt1297943	4.6	564
tt12980094	9.9	156
tt12981236	5.3	123
tt12982218	6.9	108
tt1298530	6.2	840
tt1298540	6.3	805
